b:tnow in s;m:u in p.u.
267.02;0.996823
267.04;0.996803
267.06;0.996815
267.08;0.996831
267.1;0.996807
267.12;0.996831
267.14;0.996919
267.16;0.997014
267.18;0.997092
267.2;0.997032
267.22;0.996891
267.24;0.996806
267.26;0.996742
267.28;0.996713
267.3;0.996719
267.32;0.996714
267.34;0.996736
267.36;0.996819
267.38;0.996927
267.4;0.996999
267.42;0.997005
267.44;0.997011
267.46;0.997032
267.48;0.996996
267.5;0.996938
267.52;0.996858
267.54;0.996785
267.56;0.996804
267.58;0.996842
267.6;0.996842
267.62;0.996878
267.64;0.996949
267.66;0.996972
267.68;0.996920
267.7;0.996843
267.72;0.996818
267.74;0.996817
267.76;0.996768
267.78;0.996763
267.8;0.996850
267.82;0.996900
267.84;0.996837
267.86;0.996767
267.88;0.996810
267.9;0.996881
267.92;0.996897
267.94;0.996909
267.96;0.996939
267.98;0.996954
268;0.996928
268.02;0.996883
268.04;0.996846
268.06;0.996829
268.08;0.996850
268.1;0.996885
268.12;0.996857
268.14;0.996837
268.16;0.996915
268.18;0.996972
268.2;0.996951
268.22;0.996954
268.24;0.997019
268.26;0.997103
268.28;0.997113
268.3;0.997047
268.32;0.997022
268.34;0.997002
268.36;0.996941
268.38;0.996956
268.4;0.997004
268.42;0.996982
268.44;0.996951
268.46;0.996937
268.48;0.996920
268.5;0.996913
268.52;0.996933
268.54;0.996943
268.56;0.996896
268.58;0.996876
268.6;0.996904
268.62;0.996902
268.64;0.996818
268.66;0.996728
268.68;0.996756
268.7;0.996841
268.72;0.996867
268.74;0.996901
268.76;0.996991
268.78;0.997000
268.8;0.996897
268.82;0.996829
268.84;0.996860
268.86;0.996923
268.88;0.996923
268.9;0.996896
268.92;0.996934
268.94;0.996939
268.96;0.996819
268.98;0.996704
269;0.996687
269.02;0.996751
269.04;0.996855
269.06;0.996905
269.08;0.996860
269.1;0.996817
269.12;0.996838
269.14;0.996890
269.16;0.996954
269.18;0.996982
269.2;0.996929
269.22;0.996872
269.24;0.996880
269.26;0.996910
269.28;0.996908
269.3;0.996868
269.32;0.996819
269.34;0.996812
269.36;0.996831
269.38;0.996814
269.4;0.996838
269.42;0.996906
269.44;0.996930
269.46;0.996924
269.48;0.996916
269.5;0.996898
269.52;0.996892
269.54;0.996948
269.56;0.996994
269.58;0.996966
269.6;0.996920
269.62;0.996912
269.64;0.996908
269.66;0.996880
269.68;0.996834
269.7;0.996789
269.72;0.996812
269.74;0.996867
269.76;0.996843
269.78;0.996799
269.8;0.996803
269.82;0.996835
269.84;0.996863
269.86;0.996883
269.88;0.996934
269.9;0.996978
269.92;0.996941
269.94;0.996896
269.96;0.996922
269.98;0.996951
270;0.996892
270.02;0.996771
270.04;0.996729
270.06;0.996787
270.08;0.996810
270.1;0.996766
270.12;0.996732
270.14;0.996785
270.16;0.996870
270.18;0.996904
270.2;0.996918
270.22;0.996908
270.24;0.996856
270.26;0.996813
270.28;0.996810
270.3;0.996842
270.32;0.996846
270.34;0.996845
270.36;0.996897
270.38;0.996902
270.4;0.996879
270.42;0.996958
270.44;0.997061
270.46;0.997039
270.48;0.996913
270.5;0.996835
270.52;0.996833
270.54;0.996817
270.56;0.996791
270.58;0.996818
270.6;0.996899
270.62;0.996970
270.64;0.996950
270.66;0.996898
270.68;0.996885
270.7;0.996866
270.72;0.996835
270.74;0.996821
270.76;0.996821
270.78;0.996826
270.8;0.996814
270.82;0.996789
270.84;0.996804
270.86;0.996852
270.88;0.996828
270.9;0.996745
270.92;0.996774
270.94;0.996867
270.96;0.996890
270.98;0.996915
271;0.996952
271.02;0.996946
271.04;0.996919
271.06;0.996865
271.08;0.996819
271.1;0.996807
271.12;0.996775
271.14;0.996770
271.16;0.996786
271.18;0.996777
271.2;0.996789
271.22;0.996837
271.24;0.996919
271.26;0.996970
271.28;0.996922
271.3;0.996856
271.32;0.996806
271.34;0.996747
271.36;0.996737
271.38;0.996810
271.4;0.996853
271.42;0.996827
271.44;0.996880
271.46;0.996972
271.48;0.996945
271.5;0.996886
271.52;0.996872
271.54;0.996804
271.56;0.996733
271.58;0.996710
271.6;0.996630
271.62;0.996555
271.64;0.996551
271.66;0.996577
271.68;0.996571
271.7;0.996573
271.72;0.996742
271.74;0.996970
271.76;0.997052
271.78;0.996996
271.8;0.996913
271.82;0.996889
271.84;0.996843
271.86;0.996733
271.88;0.996702
271.9;0.996742
271.92;0.996730
271.94;0.996713
271.96;0.996775
271.98;0.996839
272;0.996824
272.02;0.996796
272.04;0.996820
272.06;0.996842
272.08;0.996830
272.1;0.996837
272.12;0.996854
272.14;0.996874
272.16;0.996901
272.18;0.996861
272.2;0.996776
272.22;0.996759
272.24;0.996782
272.26;0.996800
272.28;0.996826
272.3;0.996831
272.32;0.996835
272.34;0.996858
272.36;0.996855
272.38;0.996820
272.4;0.996746
272.42;0.996673
272.44;0.996699
272.46;0.996787
272.48;0.996781
272.5;0.996661
272.52;0.996626
272.54;0.996725
272.56;0.996766
272.58;0.996767
272.6;0.996887
272.62;0.997017
272.64;0.996994
272.66;0.996948
272.68;0.996978
272.7;0.996997
272.72;0.996950
272.74;0.996903
272.76;0.996916
272.78;0.996924
272.8;0.996904
272.82;0.996905
272.84;0.996945
272.86;0.996978
272.88;0.996926
272.9;0.996823
272.92;0.996761
272.94;0.996783
272.96;0.996871
272.98;0.996913
273;0.996892
273.02;0.996891
273.04;0.996885
273.06;0.996839
273.08;0.996794
273.1;0.996759
273.12;0.996710
273.14;0.996680
273.16;0.996704
273.18;0.996795
273.2;0.996879
273.22;0.996863
273.24;0.996822
273.26;0.996818
273.28;0.996800
273.3;0.996781
273.32;0.996761
273.34;0.996699
273.36;0.996639
273.38;0.996661
273.4;0.996759
273.42;0.996796
273.44;0.996739
273.46;0.996697
273.48;0.996671
273.5;0.996652
273.52;0.996668
273.54;0.996701
273.56;0.996727
273.58;0.996717
273.6;0.996702
273.62;0.996735
273.64;0.996752
273.66;0.996714
273.68;0.996690
273.7;0.996701
273.72;0.996694
273.74;0.996706
273.76;0.996754
273.78;0.996781
273.8;0.996798
273.82;0.996806
273.84;0.996811
273.86;0.996795
273.88;0.996752
273.9;0.996758
273.92;0.996820
273.94;0.996849
273.96;0.996828
273.98;0.996832
274;0.996843
274.02;0.996795
274.04;0.996782
274.06;0.996857
274.08;0.996923
274.1;0.996885
274.12;0.996820
274.14;0.996866
274.16;0.996914
274.18;0.996832
274.2;0.996722
274.22;0.996725
274.24;0.996760
274.26;0.996729
274.28;0.996696
274.3;0.996679
274.32;0.996701
274.34;0.996751
274.36;0.996768
274.38;0.996800
274.4;0.996855
274.42;0.996896
274.44;0.996978
274.46;0.997080
274.48;0.997070
274.5;0.996984
274.52;0.996911
274.54;0.996825
274.56;0.996768
274.58;0.996796
274.6;0.996839
274.62;0.996851
274.64;0.996909
274.66;0.996994
274.68;0.996975
274.7;0.996903
274.72;0.996885
274.74;0.996908
274.76;0.996918
274.78;0.996913
274.8;0.996932
274.82;0.996942
274.84;0.996908
274.86;0.996889
274.88;0.996903
274.9;0.996866
274.92;0.996803
274.94;0.996792
274.96;0.996770
274.98;0.996713
275;0.996750
275.02;0.996874
275.04;0.996942
275.06;0.996910
275.08;0.996859
275.1;0.996848
275.12;0.996817
275.14;0.996743
275.16;0.996722
275.18;0.996790
275.2;0.996842
275.22;0.996814
275.24;0.996775
275.26;0.996771
275.28;0.996785
275.3;0.996836
275.32;0.996894
275.34;0.996932
275.36;0.996975
275.38;0.996970
275.4;0.996896
275.42;0.996807
275.44;0.996760
275.46;0.996837
275.48;0.996917
275.5;0.996850
275.52;0.996770
275.54;0.996744
275.56;0.996708
275.58;0.996686
275.6;0.996724
275.62;0.996790
275.64;0.996786
275.66;0.996720
275.68;0.996679
275.7;0.996678
275.72;0.996728
275.74;0.996829
275.76;0.996892
275.78;0.996898
275.8;0.996889
275.82;0.996880
275.84;0.996894
275.86;0.996894
275.88;0.996854
275.9;0.996826
275.92;0.996808
275.94;0.996784
275.96;0.996801
275.98;0.996849
276;0.996850
276.02;0.996837
276.04;0.996882
276.06;0.996900
276.08;0.996841
276.1;0.996827
276.12;0.996872
276.14;0.996881
276.16;0.996826
276.18;0.996742
276.2;0.996698
276.22;0.996703
276.24;0.996738
276.26;0.996790
276.28;0.996804
276.3;0.996789
276.32;0.996781
276.34;0.996807
276.36;0.996859
276.38;0.996869
276.4;0.996826
276.42;0.996795
276.44;0.996842
276.46;0.996896
276.48;0.996920
276.5;0.997004
276.52;0.997087
276.54;0.997016
276.56;0.996857
276.58;0.996847
276.6;0.996923
276.62;0.996862
276.64;0.996790
276.66;0.996840
276.68;0.996859
276.7;0.996791
276.72;0.996748
276.74;0.996803
276.76;0.996946
276.78;0.997082
276.8;0.997094
276.82;0.997034
276.84;0.997022
276.86;0.997039
276.88;0.996995
276.9;0.996924
276.92;0.996921
276.94;0.996915
276.96;0.996835
276.98;0.996774
277;0.996777
277.02;0.996792
277.04;0.996788
277.06;0.996768
277.08;0.996772
277.1;0.996814
277.12;0.996862
277.14;0.996904
277.16;0.996900
277.18;0.996854
277.2;0.996815
277.22;0.996780
277.24;0.996772
277.26;0.996839
277.28;0.996886
277.3;0.996841
277.32;0.996793
277.34;0.996789
277.36;0.996745
277.38;0.996670
277.4;0.996668
277.42;0.996682
277.44;0.996652
277.46;0.996621
277.48;0.996630
277.5;0.996725
277.52;0.996835
277.54;0.996889
277.56;0.996916
277.58;0.996861
277.6;0.996742
277.62;0.996727
277.64;0.996776
277.66;0.996738
277.68;0.996642
277.7;0.996636
277.72;0.996716
277.74;0.996709
277.76;0.996676
277.78;0.996758
277.8;0.996841
277.82;0.996847
277.84;0.996881
277.86;0.996986
277.88;0.997060
277.9;0.997029
277.92;0.996919
277.94;0.996837
277.96;0.996841
277.98;0.996850
278;0.996788
278.02;0.996669
278.04;0.996626
278.06;0.996727
278.08;0.996832
278.1;0.996896
278.12;0.996972
278.14;0.997011
278.16;0.997006
278.18;0.996949
278.2;0.996821
278.22;0.996765
278.24;0.996812
278.26;0.996846
278.28;0.996852
278.3;0.996829
278.32;0.996777
278.34;0.996794
278.36;0.996849
278.38;0.996820
278.4;0.996769
278.42;0.996757
278.44;0.996767
278.46;0.996799
278.48;0.996805
278.5;0.996757
278.52;0.996738
278.54;0.996778
278.56;0.996793
278.58;0.996795
278.6;0.996820
278.62;0.996800
278.64;0.996737
278.66;0.996716
278.68;0.996723
278.7;0.996740
278.72;0.996740
278.74;0.996708
278.76;0.996723
278.78;0.996765
278.8;0.996810
278.82;0.996874
278.84;0.996905
278.86;0.996944
278.88;0.996942
278.9;0.996877
278.92;0.996815
278.94;0.996724
278.96;0.996689
278.98;0.996750
279;0.996779
279.02;0.996761
279.04;0.996778
279.06;0.996840
279.08;0.996911
279.1;0.996933
279.12;0.996865
279.14;0.996786
279.16;0.996819
279.18;0.996946
279.2;0.996918
279.22;0.996729
279.24;0.996647
279.26;0.996652
279.28;0.996596
279.3;0.996550
279.32;0.996609
279.34;0.996712
279.36;0.996815
279.38;0.996908
279.4;0.996947
279.42;0.996980
279.44;0.996963
279.46;0.996839
279.48;0.996735
279.5;0.996696
279.52;0.996681
279.54;0.996684
279.56;0.996678
279.58;0.996634
279.6;0.996642
279.62;0.996718
279.64;0.996768
279.66;0.996823
279.68;0.996924
279.7;0.997004
279.72;0.996983
279.74;0.996914
279.76;0.996874
279.78;0.996815
279.8;0.996708
279.82;0.996613
279.84;0.996562
279.86;0.996561
279.88;0.996578
279.9;0.996575
279.92;0.996617
279.94;0.996729
279.96;0.996810
279.98;0.996858
280;0.996880
280.02;0.996849
280.04;0.996844
280.06;0.996832
280.08;0.996749
280.1;0.996683
280.12;0.996688
280.14;0.996744
280.16;0.996804
280.18;0.996824
280.2;0.996814
280.22;0.996838
280.24;0.996862
280.26;0.996876
280.28;0.996924
280.3;0.996941
280.32;0.996925
280.34;0.996911
280.36;0.996887
280.38;0.996855
280.4;0.996804
280.42;0.996763
280.44;0.996750
280.46;0.996744
280.48;0.996735
280.5;0.996740
280.52;0.996784
280.54;0.996795
280.56;0.996740
280.58;0.996674
280.6;0.996626
280.62;0.996653
280.64;0.996718
280.66;0.996716
280.68;0.996689
280.7;0.996711
280.72;0.996728
280.74;0.996721
280.76;0.996766
280.78;0.996831
280.8;0.996809
280.82;0.996730
280.84;0.996710
280.86;0.996752
280.88;0.996750
280.9;0.996682
280.92;0.996669
280.94;0.996725
280.96;0.996726
280.98;0.996704
281;0.996782
281.02;0.996887
281.04;0.996863
281.06;0.996759
281.08;0.996738
281.1;0.996742
281.12;0.996669
281.14;0.996598
281.16;0.996579
281.18;0.996579
281.2;0.996613
281.22;0.996671
281.24;0.996728
281.26;0.996835
281.28;0.996940
281.3;0.996991
281.32;0.997010
281.34;0.996988
281.36;0.997002
281.38;0.996998
281.4;0.996889
281.42;0.996781
281.44;0.996717
281.46;0.996724
281.48;0.996797
281.5;0.996823
281.52;0.996770
281.54;0.996716
281.56;0.996737
281.58;0.996767
281.6;0.996720
281.62;0.996686
281.64;0.996688
281.66;0.996630
281.68;0.996557
281.7;0.996567
281.72;0.996640
281.74;0.996686
281.76;0.996680
281.78;0.996739
281.8;0.996827
281.82;0.996804
281.84;0.996730
281.86;0.996756
281.88;0.996814
281.9;0.996734
281.92;0.996587
281.94;0.996563
281.96;0.996671
281.98;0.996727
282;0.996662
282.02;0.996662
282.04;0.996788
282.06;0.996890
282.08;0.996911
282.1;0.996909
282.12;0.996899
282.14;0.996863
282.16;0.996862
282.18;0.996893
282.2;0.996880
282.22;0.996850
282.24;0.996855
282.26;0.996851
282.28;0.996792
282.3;0.996806
282.32;0.996954
282.34;0.997018
282.36;0.996939
282.38;0.996889
282.4;0.996885
282.42;0.996841
282.44;0.996803
282.46;0.996822
282.48;0.996785
282.5;0.996650
282.52;0.996555
282.54;0.996594
282.56;0.996706
282.58;0.996783
282.6;0.996825
282.62;0.996877
282.64;0.996876
282.66;0.996831
282.68;0.996840
282.7;0.996835
282.72;0.996718
282.74;0.996600
282.76;0.996640
282.78;0.996749
282.8;0.996755
282.82;0.996733
282.84;0.996794
282.86;0.996858
282.88;0.996848
282.9;0.996869
282.92;0.996965
282.94;0.997005
282.96;0.996938
282.98;0.996882
283;0.996907
283.02;0.996896
283.04;0.996804
283.06;0.996785
283.08;0.996838
283.1;0.996831
283.12;0.996807
283.14;0.996820
283.16;0.996854
283.18;0.996912
283.2;0.996945
283.22;0.996913
283.24;0.996850
283.26;0.996821
283.28;0.996800
283.3;0.996742
283.32;0.996691
283.34;0.996662
283.36;0.996656
283.38;0.996694
283.4;0.996703
283.42;0.996644
283.44;0.996619
283.46;0.996686
283.48;0.996763
283.5;0.996773
283.52;0.996716
283.54;0.996631
283.56;0.996593
283.58;0.996625
283.6;0.996696
283.62;0.996753
283.64;0.996750
283.66;0.996655
283.68;0.996575
283.7;0.996623
283.72;0.996687
283.74;0.996666
283.76;0.996656
283.78;0.996736
283.8;0.996775
283.82;0.996707
283.84;0.996645
283.86;0.996623
283.88;0.996602
283.9;0.996623
283.92;0.996676
283.94;0.996672
283.96;0.996648
283.98;0.996689
284;0.996759
284.02;0.996784
284.04;0.996760
284.06;0.996769
284.08;0.996783
284.1;0.996699
284.12;0.996629
284.14;0.996685
284.16;0.996759
284.18;0.996741
284.2;0.996716
284.22;0.996748
284.24;0.996768
284.26;0.996799
284.28;0.996871
284.3;0.996962
284.32;0.997028
284.34;0.996999
284.36;0.996952
284.38;0.996947
284.4;0.996897
284.42;0.996841
284.44;0.996814
284.46;0.996783
284.48;0.996748
284.5;0.996703
284.52;0.996689
284.54;0.996700
284.56;0.996677
284.58;0.996650
284.6;0.996693
284.62;0.996782
284.64;0.996780
284.66;0.996730
284.68;0.996765
284.7;0.996806
284.72;0.996762
284.74;0.996676
284.76;0.996666
284.78;0.996723
284.8;0.996700
284.82;0.996654
284.84;0.996705
284.86;0.996760
284.88;0.996732
284.9;0.996744
284.92;0.996843
284.94;0.996877
284.96;0.996786
284.98;0.996712
285;0.996771
285.02;0.996869
285.04;0.996899
285.06;0.996887
285.08;0.996881
285.1;0.996853
285.12;0.996753
285.14;0.996717
285.16;0.996828
285.18;0.996873
285.2;0.996766
285.22;0.996678
285.24;0.996694
285.26;0.996777
285.28;0.996855
285.3;0.996866
285.32;0.996870
285.34;0.996934
285.36;0.996984
285.38;0.996959
285.4;0.996903
285.42;0.996872
285.44;0.996835
285.46;0.996784
285.48;0.996762
285.5;0.996727
285.52;0.996646
285.54;0.996593
285.56;0.996617
285.58;0.996618
285.6;0.996538
285.62;0.996513
285.64;0.996599
285.66;0.996687
285.68;0.996717
285.7;0.996686
285.72;0.996654
285.74;0.996670
285.76;0.996676
285.78;0.996656
285.8;0.996688
285.82;0.996757
285.84;0.996755
285.86;0.996720
285.88;0.996752
285.9;0.996805
285.92;0.996772
285.94;0.996703
285.96;0.996714
285.98;0.996773
286;0.996776
286.02;0.996714
286.04;0.996722
286.06;0.996790
286.08;0.996768
286.1;0.996726
286.12;0.996774
286.14;0.996840
286.16;0.996848
286.18;0.996795
286.2;0.996728
286.22;0.996716
286.24;0.996753
286.26;0.996761
286.28;0.996724
286.3;0.996716
286.32;0.996754
286.34;0.996783
286.36;0.996796
286.38;0.996842
286.4;0.996874
286.42;0.996810
286.44;0.996723
286.46;0.996760
286.48;0.996823
286.5;0.996773
286.52;0.996729
286.54;0.996749
286.56;0.996756
286.58;0.996716
286.6;0.996644
286.62;0.996622
286.64;0.996689
286.66;0.996749
286.68;0.996716
286.7;0.996702
286.72;0.996780
286.74;0.996826
286.76;0.996825
286.78;0.996839
286.8;0.996817
286.82;0.996759
286.84;0.996725
286.86;0.996701
286.88;0.996672
286.9;0.996683
286.92;0.996707
286.94;0.996713
286.96;0.996732
286.98;0.996776
287;0.996822
287.02;0.996870
287.04;0.996895
287.06;0.996849
287.08;0.996799
287.1;0.996807
287.12;0.996833
287.14;0.996830
287.16;0.996820
287.18;0.996816
287.2;0.996777
287.22;0.996710
287.24;0.996693
287.26;0.996762
287.28;0.996831
287.3;0.996828
287.32;0.996805
287.34;0.996791
287.36;0.996803
287.38;0.996826
287.4;0.996760
287.42;0.996679
287.44;0.996675
287.46;0.996655
287.48;0.996629
287.5;0.996675
287.52;0.996719
287.54;0.996693
287.56;0.996666
287.58;0.996671
287.6;0.996709
287.62;0.996754
287.64;0.996746
287.66;0.996678
287.68;0.996598
287.7;0.996589
287.72;0.996636
287.74;0.996663
287.76;0.996739
287.78;0.996890
287.8;0.996921
287.82;0.996788
287.84;0.996713
287.86;0.996764
287.88;0.996783
287.9;0.996720
287.92;0.996653
287.94;0.996651
287.96;0.996725
287.98;0.996809
288;0.996810
288.02;0.996768
288.04;0.996800
288.06;0.996878
288.08;0.996889
288.1;0.996810
288.12;0.996728
288.14;0.996735
288.16;0.996756
288.18;0.996696
288.2;0.996683
288.22;0.996773
288.24;0.996809
288.26;0.996822
288.28;0.996888
288.3;0.996890
288.32;0.996798
288.34;0.996712
288.36;0.996720
288.38;0.996790
288.4;0.996819
288.42;0.996797
288.44;0.996771
288.46;0.996768
288.48;0.996752
288.5;0.996698
288.52;0.996687
288.54;0.996748
288.56;0.996758
288.58;0.996707
288.6;0.996669
288.62;0.996643
288.64;0.996630
288.66;0.996633
288.68;0.996673
288.7;0.996697
288.72;0.996654
288.74;0.996618
288.76;0.996618
288.78;0.996641
288.8;0.996696
288.82;0.996729
288.84;0.996707
288.86;0.996691
288.88;0.996722
288.9;0.996733
288.92;0.996704
288.94;0.996727
288.96;0.996744
288.98;0.996676
289;0.996631
289.02;0.996656
289.04;0.996680
289.06;0.996686
289.08;0.996737
289.1;0.996852
289.12;0.996893
289.14;0.996808
289.16;0.996814
289.18;0.996898
289.2;0.996879
289.22;0.996815
289.24;0.996814
289.26;0.996859
289.28;0.996839
289.3;0.996729
289.32;0.996681
289.34;0.996716
289.36;0.996733
289.38;0.996739
289.4;0.996748
289.42;0.996740
289.44;0.996707
289.46;0.996677
289.48;0.996670
289.5;0.996651
289.52;0.996661
289.54;0.996734
289.56;0.996760
289.58;0.996705
289.6;0.996672
289.62;0.996698
289.64;0.996721
289.66;0.996704
289.68;0.996722
289.7;0.996787
289.72;0.996768
289.74;0.996686
289.76;0.996679
289.78;0.996714
289.8;0.996685
289.82;0.996643
289.84;0.996672
289.86;0.996738
289.88;0.996797
289.9;0.996801
289.92;0.996726
289.94;0.996686
289.96;0.996746
289.98;0.996842
290;0.996865
290.02;0.996818
290.04;0.996821
290.06;0.996829
290.08;0.996726
290.1;0.996575
290.12;0.996557
290.14;0.996633
290.16;0.996612
290.18;0.996541
290.2;0.996556
290.22;0.996626
290.24;0.996636
290.26;0.996563
290.28;0.996542
290.3;0.996626
290.32;0.996684
290.34;0.996649
290.36;0.996624
290.38;0.996641
290.4;0.996615
290.42;0.996559
290.44;0.996496
290.46;0.996443
290.48;0.996442
290.5;0.996475
290.52;0.996529
290.54;0.996587
290.56;0.996630
290.58;0.996650
290.6;0.996649
290.62;0.996653
290.64;0.996688
290.66;0.996737
290.68;0.996732
290.7;0.996669
290.72;0.996625
290.74;0.996610
290.76;0.996596
290.78;0.996573
290.8;0.996582
290.82;0.996637
290.84;0.996694
290.86;0.996744
290.88;0.996735
290.9;0.996673
290.92;0.996672
290.94;0.996719
290.96;0.996690
290.98;0.996606
291;0.996585
291.02;0.996575
291.04;0.996480
291.06;0.996390
291.08;0.996406
291.1;0.996488
291.12;0.996525
291.14;0.996533
291.16;0.996588
291.18;0.996664
291.2;0.996728
291.22;0.996753
291.24;0.996728
291.26;0.996704
291.28;0.996721
291.3;0.996696
291.32;0.996649
291.34;0.996686
291.36;0.996709
291.38;0.996614
291.4;0.996526
291.42;0.996561
291.44;0.996614
291.46;0.996596
291.48;0.996605
291.5;0.996667
291.52;0.996671
291.54;0.996621
291.56;0.996585
291.58;0.996605
291.6;0.996663
291.62;0.996660
291.64;0.996583
291.66;0.996547
291.68;0.996571
291.7;0.996589
291.72;0.996634
291.74;0.996665
291.76;0.996669
291.78;0.996696
291.8;0.996712
291.82;0.996707
291.84;0.996666
291.86;0.996643
291.88;0.996689
291.9;0.996705
291.92;0.996666
291.94;0.996654
291.96;0.996688
291.98;0.996698
292;0.996685
292.02;0.996694
292.04;0.996683
292.06;0.996619
292.08;0.996547
292.1;0.996584
292.12;0.996707
292.14;0.996783
292.16;0.996798
292.18;0.996807
292.2;0.996802
292.22;0.996764
292.24;0.996729
292.26;0.996706
292.28;0.996740
292.3;0.996804
292.32;0.996770
292.34;0.996698
292.36;0.996712
292.38;0.996779
292.4;0.996806
292.42;0.996753
292.44;0.996681
292.46;0.996693
292.48;0.996724
292.5;0.996672
292.52;0.996638
292.54;0.996697
292.56;0.996704
292.58;0.996609
292.6;0.996607
292.62;0.996728
292.64;0.996746
292.66;0.996726
292.68;0.996801
292.7;0.996806
292.72;0.996699
292.74;0.996616
292.76;0.996670
292.78;0.996786
292.8;0.996764
292.82;0.996620
292.84;0.996531
292.86;0.996550
292.88;0.996623
292.9;0.996724
292.92;0.996818
292.94;0.996831
292.96;0.996782
292.98;0.996775
293;0.996782
293.02;0.996717
293.04;0.996668
293.06;0.996700
293.08;0.996731
293.1;0.996770
293.12;0.996807
293.14;0.996747
293.16;0.996680
293.18;0.996695
293.2;0.996708
293.22;0.996727
293.24;0.996768
293.26;0.996786
293.28;0.996754
293.3;0.996653
293.32;0.996611
293.34;0.996715
293.36;0.996805
293.38;0.996752
293.4;0.996705
293.42;0.996757
293.44;0.996728
293.46;0.996629
293.48;0.996591
293.5;0.996558
293.52;0.996476
293.54;0.996437
293.56;0.996538
293.58;0.996635
293.6;0.996640
293.62;0.996679
293.64;0.996753
293.66;0.996792
293.68;0.996785
293.7;0.996758
293.72;0.996754
293.74;0.996721
293.76;0.996653
293.78;0.996643
293.8;0.996674
293.82;0.996659
293.84;0.996598
293.86;0.996586
293.88;0.996657
293.9;0.996659
293.92;0.996614
293.94;0.996711
293.96;0.996817
293.98;0.996800
294;0.996753
294.02;0.996730
294.04;0.996726
294.06;0.996682
294.08;0.996596
294.1;0.996559
294.12;0.996525
294.14;0.996479
294.16;0.996528
294.18;0.996661
294.2;0.996733
294.22;0.996745
294.24;0.996783
294.26;0.996792
294.28;0.996753
294.3;0.996757
294.32;0.996817
294.34;0.996852
294.36;0.996828
294.38;0.996808
294.4;0.996811
294.42;0.996770
294.44;0.996707
294.46;0.996717
294.48;0.996771
294.5;0.996789
294.52;0.996746
294.54;0.996712
294.56;0.996710
294.58;0.996680
294.6;0.996671
294.62;0.996699
294.64;0.996712
294.66;0.996753
294.68;0.996800
294.7;0.996805
294.72;0.996838
294.74;0.996894
294.76;0.996890
294.78;0.996808
294.8;0.996746
294.82;0.996763
294.84;0.996778
294.86;0.996754
294.88;0.996734
294.9;0.996689
294.92;0.996590
294.94;0.996535
294.96;0.996581
294.98;0.996664
295;0.996718
295.02;0.996754
295.04;0.996798
295.06;0.996829
295.08;0.996822
295.1;0.996778
295.12;0.996730
295.14;0.996730
295.16;0.996796
295.18;0.996863
295.2;0.996814
295.22;0.996723
295.24;0.996713
295.26;0.996713
295.28;0.996644
295.3;0.996560
295.32;0.996599
295.34;0.996707
295.36;0.996717
295.38;0.996740
295.4;0.996821
295.42;0.996816
295.44;0.996754
295.46;0.996720
295.48;0.996713
295.5;0.996737
295.52;0.996743
295.54;0.996708
295.56;0.996708
295.58;0.996723
295.6;0.996696
295.62;0.996671
295.64;0.996665
295.66;0.996660
295.68;0.996669
295.7;0.996672
295.72;0.996616
295.74;0.996568
295.76;0.996639
295.78;0.996763
295.8;0.996818
295.82;0.996819
295.84;0.996841
295.86;0.996892
295.88;0.996900
295.9;0.996813
295.92;0.996741
295.94;0.996760
295.96;0.996785
295.98;0.996758
296;0.996718
296.02;0.996697
296.04;0.996671
296.06;0.996663
296.08;0.996690
296.1;0.996699
296.12;0.996686
296.14;0.996693
296.16;0.996698
296.18;0.996678
296.2;0.996656
296.22;0.996631
296.24;0.996630
296.26;0.996709
296.28;0.996820
296.3;0.996878
296.32;0.996867
296.34;0.996818
296.36;0.996786
296.38;0.996790
296.4;0.996807
296.42;0.996792
296.44;0.996778
296.46;0.996831
296.48;0.996842
296.5;0.996747
296.52;0.996690
296.54;0.996719
296.56;0.996761
296.58;0.996812
296.6;0.996836
296.62;0.996845
296.64;0.996868
296.66;0.996846
296.68;0.996797
296.7;0.996763
296.72;0.996765
296.74;0.996809
296.76;0.996840
296.78;0.996842
296.8;0.996775
296.82;0.996678
296.84;0.996663
296.86;0.996700
296.88;0.996735
296.9;0.996734
296.92;0.996724
296.94;0.996743
296.96;0.996788
296.98;0.996844
297;0.996862
297.02;0.996803
297.04;0.996723
297.06;0.996725
297.08;0.996744
297.1;0.996694
297.12;0.996659
297.14;0.996709
297.16;0.996809
297.18;0.996853
297.2;0.996856
297.22;0.996933
297.24;0.997001
297.26;0.996991
297.28;0.996976
297.3;0.996943
297.32;0.996909
297.34;0.996900
297.36;0.996843
297.38;0.996794
297.4;0.996776
297.42;0.996755
297.44;0.996829
297.46;0.996900
297.48;0.996840
297.5;0.996778
297.52;0.996826
297.54;0.996890
297.56;0.996882
297.58;0.996896
297.6;0.996913
297.62;0.996793
297.64;0.996649
297.66;0.996661
297.68;0.996736
297.7;0.996722
297.72;0.996694
297.74;0.996773
297.76;0.996869
297.78;0.996854
297.8;0.996826
297.82;0.996859
297.84;0.996862
297.86;0.996835
297.88;0.996824
297.9;0.996776
297.92;0.996688
297.94;0.996649
297.96;0.996724
297.98;0.996810
298;0.996758
298.02;0.996705
298.04;0.996813
298.06;0.996938
298.08;0.996981
298.1;0.997021
298.12;0.997056
298.14;0.997034
298.16;0.996995
298.18;0.996994
298.2;0.996971
