b:tnow in s;m:u in p.u.
119.4;0.996504
119.42;0.996475
119.44;0.996461
119.46;0.996509
119.48;0.996664
119.5;0.996842
119.52;0.996836
119.54;0.996669
119.56;0.996585
119.58;0.996626
119.6;0.996646
119.62;0.996591
119.64;0.996483
119.66;0.996370
119.68;0.996339
119.7;0.996422
119.72;0.996526
119.74;0.996557
119.76;0.996546
119.78;0.996576
119.8;0.996656
119.82;0.996701
119.84;0.996639
119.86;0.996521
119.88;0.996469
119.9;0.996523
119.92;0.996597
119.94;0.996596
119.96;0.996545
119.98;0.996553
120;0.996634
120.02;0.996652
120.04;0.996594
120.06;0.996573
120.08;0.996540
120.1;0.996494
120.12;0.996561
120.14;0.996637
120.16;0.996576
120.18;0.996489
120.2;0.996503
120.22;0.996587
120.24;0.996666
120.26;0.996705
120.28;0.996707
120.3;0.996642
120.32;0.996570
120.34;0.996619
120.36;0.996698
120.38;0.996661
120.4;0.996551
120.42;0.996553
120.44;0.996680
120.46;0.996728
120.48;0.996627
120.5;0.996537
120.52;0.996561
120.54;0.996629
120.56;0.996638
120.58;0.996531
120.6;0.996405
120.62;0.996386
120.64;0.996451
120.66;0.996520
120.68;0.996533
120.7;0.996527
120.72;0.996569
120.74;0.996604
120.76;0.996640
120.78;0.996680
120.8;0.996594
120.82;0.996429
120.84;0.996392
120.86;0.996527
120.88;0.996623
120.9;0.996527
120.92;0.996393
120.94;0.996403
120.96;0.996487
120.98;0.996535
121;0.996508
121.02;0.996431
121.04;0.996464
121.06;0.996637
121.08;0.996739
121.1;0.996649
121.12;0.996505
121.14;0.996508
121.16;0.996629
121.18;0.996671
121.2;0.996587
121.22;0.996479
121.24;0.996422
121.26;0.996426
121.28;0.996422
121.3;0.996398
121.32;0.996397
121.34;0.996409
121.36;0.996472
121.38;0.996622
121.4;0.996735
121.42;0.996690
121.44;0.996594
121.46;0.996627
121.48;0.996695
121.5;0.996608
121.52;0.996426
121.54;0.996305
121.56;0.996316
121.58;0.996408
121.6;0.996407
121.62;0.996325
121.64;0.996350
121.66;0.996459
121.68;0.996564
121.7;0.996604
121.72;0.996576
121.74;0.996596
121.76;0.996636
121.78;0.996668
121.8;0.996733
121.82;0.996729
121.84;0.996650
121.86;0.996638
121.88;0.996676
121.9;0.996626
121.92;0.996428
121.94;0.996236
121.96;0.996225
121.98;0.996281
122;0.996293
122.02;0.996318
122.04;0.996375
122.06;0.996482
122.08;0.996629
122.1;0.996713
122.12;0.996720
122.14;0.996679
122.16;0.996636
122.18;0.996618
122.2;0.996533
122.22;0.996361
122.24;0.996227
122.26;0.996247
122.28;0.996360
122.3;0.996428
122.32;0.996398
122.34;0.996343
122.36;0.996411
122.38;0.996581
122.4;0.996638
122.42;0.996543
122.44;0.996478
122.46;0.996493
122.48;0.996458
122.5;0.996402
122.52;0.996395
122.54;0.996405
122.56;0.996473
122.58;0.996608
122.6;0.996690
122.62;0.996659
122.64;0.996586
122.66;0.996564
122.68;0.996620
122.7;0.996628
122.72;0.996494
122.74;0.996350
122.76;0.996325
122.78;0.996395
122.8;0.996458
122.82;0.996476
122.84;0.996514
122.86;0.996597
122.88;0.996639
122.9;0.996563
122.92;0.996471
122.94;0.996504
122.96;0.996571
122.98;0.996543
123;0.996448
123.02;0.996368
123.04;0.996340
123.06;0.996348
123.08;0.996384
123.1;0.996418
123.12;0.996449
123.14;0.996533
123.16;0.996672
123.18;0.996754
123.2;0.996687
123.22;0.996578
123.24;0.996549
123.26;0.996546
123.28;0.996450
123.3;0.996294
123.32;0.996215
123.34;0.996238
123.36;0.996303
123.38;0.996372
123.4;0.996429
123.42;0.996463
123.44;0.996506
123.46;0.996638
123.48;0.996779
123.5;0.996721
123.52;0.996535
123.54;0.996455
123.56;0.996466
123.58;0.996412
123.6;0.996299
123.62;0.996217
123.64;0.996229
123.66;0.996329
123.68;0.996393
123.7;0.996355
123.72;0.996346
123.74;0.996485
123.76;0.996642
123.78;0.996633
123.8;0.996535
123.82;0.996527
123.84;0.996588
123.86;0.996587
123.88;0.996460
123.9;0.996295
123.92;0.996247
123.94;0.996302
123.96;0.996386
123.98;0.996419
124;0.996357
124.02;0.996345
124.04;0.996475
124.06;0.996641
124.08;0.996694
124.1;0.996652
124.12;0.996679
124.14;0.996751
124.16;0.996721
124.18;0.996570
124.2;0.996385
124.22;0.996285
124.24;0.996264
124.26;0.996259
124.28;0.996273
124.3;0.996313
124.32;0.996423
124.34;0.996602
124.36;0.996683
124.38;0.996595
124.4;0.996509
124.42;0.996533
124.44;0.996614
124.46;0.996655
124.48;0.996585
124.5;0.996449
124.52;0.996391
124.54;0.996461
124.56;0.996492
124.58;0.996398
124.6;0.996342
124.62;0.996407
124.64;0.996484
124.66;0.996527
124.68;0.996562
124.7;0.996587
124.72;0.996597
124.74;0.996593
124.76;0.996588
124.78;0.996568
124.8;0.996475
124.82;0.996429
124.84;0.996494
124.86;0.996521
124.88;0.996457
124.9;0.996395
124.92;0.996363
124.94;0.996354
124.96;0.996367
124.98;0.996363
125;0.996322
125.02;0.996322
125.04;0.996494
125.06;0.996761
125.08;0.996865
125.1;0.996777
125.12;0.996669
125.14;0.996602
125.16;0.996561
125.18;0.996490
125.2;0.996369
125.22;0.996260
125.24;0.996224
125.26;0.996319
125.28;0.996386
125.3;0.996304
125.32;0.996305
125.34;0.996453
125.36;0.996614
125.38;0.996736
125.4;0.996739
125.42;0.996632
125.44;0.996522
125.46;0.996449
125.48;0.996411
125.5;0.996347
125.52;0.996236
125.54;0.996197
125.56;0.996308
125.58;0.996488
125.6;0.996570
125.62;0.996536
125.64;0.996544
125.66;0.996635
125.68;0.996666
125.7;0.996564
125.72;0.996434
125.74;0.996365
125.76;0.996357
125.78;0.996398
125.8;0.996411
125.82;0.996362
125.84;0.996346
125.86;0.996392
125.88;0.996465
125.9;0.996542
125.92;0.996549
125.94;0.996455
125.96;0.996383
125.98;0.996448
126;0.996547
126.02;0.996525
126.04;0.996411
126.06;0.996306
126.08;0.996316
126.1;0.996375
126.12;0.996337
126.14;0.996280
126.16;0.996295
126.18;0.996356
126.2;0.996397
126.22;0.996382
126.24;0.996335
126.26;0.996312
126.28;0.996420
126.3;0.996601
126.32;0.996642
126.34;0.996580
126.36;0.996552
126.38;0.996541
126.4;0.996534
126.42;0.996499
126.44;0.996390
126.46;0.996297
126.48;0.996270
126.5;0.996308
126.52;0.996378
126.54;0.996375
126.56;0.996327
126.58;0.996328
126.6;0.996398
126.62;0.996528
126.64;0.996598
126.66;0.996520
126.68;0.996397
126.7;0.996341
126.72;0.996367
126.74;0.996377
126.76;0.996287
126.78;0.996200
126.8;0.996166
126.82;0.996172
126.84;0.996259
126.86;0.996357
126.88;0.996395
126.9;0.996425
126.92;0.996496
126.94;0.996595
126.96;0.996598
126.98;0.996491
127;0.996400
127.02;0.996337
127.04;0.996305
127.06;0.996280
127.08;0.996234
127.1;0.996222
127.12;0.996282
127.14;0.996448
127.16;0.996585
127.18;0.996514
127.2;0.996376
127.22;0.996350
127.24;0.996372
127.26;0.996372
127.28;0.996324
127.3;0.996224
127.32;0.996214
127.34;0.996330
127.36;0.996455
127.38;0.996524
127.4;0.996484
127.42;0.996425
127.44;0.996401
127.46;0.996400
127.48;0.996450
127.5;0.996440
127.52;0.996303
127.54;0.996168
127.56;0.996202
127.58;0.996360
127.6;0.996412
127.62;0.996282
127.64;0.996210
127.66;0.996314
127.68;0.996410
127.7;0.996444
127.72;0.996439
127.74;0.996377
127.76;0.996335
127.78;0.996385
127.8;0.996440
127.82;0.996431
127.84;0.996406
127.86;0.996444
127.88;0.996493
127.9;0.996515
127.92;0.996569
127.94;0.996596
127.96;0.996536
127.98;0.996492
128;0.996533
128.02;0.996588
128.04;0.996563
128.06;0.996479
128.08;0.996461
128.1;0.996492
128.12;0.996528
128.14;0.996595
128.16;0.996578
128.18;0.996476
128.2;0.996444
128.22;0.996486
128.24;0.996553
128.26;0.996585
128.28;0.996559
128.3;0.996524
128.32;0.996478
128.34;0.996475
128.36;0.996573
128.38;0.996677
128.4;0.996657
128.42;0.996528
128.44;0.996463
128.46;0.996486
128.48;0.996440
128.5;0.996382
128.52;0.996357
128.54;0.996294
128.56;0.996315
128.58;0.996445
128.6;0.996516
128.62;0.996483
128.64;0.996401
128.66;0.996383
128.68;0.996459
128.7;0.996523
128.72;0.996584
128.74;0.996597
128.76;0.996474
128.78;0.996397
128.8;0.996464
128.82;0.996532
128.84;0.996535
128.86;0.996491
128.88;0.996451
128.9;0.996421
128.92;0.996418
128.94;0.996521
128.96;0.996631
128.98;0.996613
129;0.996506
129.02;0.996390
129.04;0.996396
129.06;0.996518
129.08;0.996575
129.1;0.996558
129.12;0.996507
129.14;0.996430
129.16;0.996440
129.18;0.996539
129.2;0.996613
129.22;0.996624
129.24;0.996589
129.26;0.996533
129.28;0.996455
129.3;0.996415
129.32;0.996480
129.34;0.996514
129.36;0.996420
129.38;0.996354
129.4;0.996386
129.42;0.996470
129.44;0.996564
129.46;0.996570
129.48;0.996551
129.5;0.996607
129.52;0.996623
129.54;0.996614
129.56;0.996677
129.58;0.996717
129.6;0.996677
129.62;0.996565
129.64;0.996476
129.66;0.996540
129.68;0.996654
129.7;0.996680
129.72;0.996628
129.74;0.996550
129.76;0.996479
129.78;0.996438
129.8;0.996498
129.82;0.996646
129.84;0.996690
129.86;0.996611
129.88;0.996559
129.9;0.996544
129.92;0.996551
129.94;0.996638
129.96;0.996736
129.98;0.996701
130;0.996560
130.02;0.996472
130.04;0.996501
130.06;0.996617
130.08;0.996729
130.1;0.996688
130.12;0.996518
130.14;0.996409
130.16;0.996436
130.18;0.996556
130.2;0.996651
130.22;0.996635
130.24;0.996583
130.26;0.996566
130.28;0.996606
130.3;0.996675
130.32;0.996684
130.34;0.996655
130.36;0.996641
130.38;0.996598
130.4;0.996535
130.42;0.996531
130.44;0.996617
130.46;0.996710
130.48;0.996668
130.5;0.996521
130.52;0.996485
130.54;0.996574
130.56;0.996665
130.58;0.996676
130.6;0.996589
130.62;0.996529
130.64;0.996477
130.66;0.996435
130.68;0.996534
130.7;0.996661
130.72;0.996658
130.74;0.996557
130.76;0.996468
130.78;0.996497
130.8;0.996594
130.82;0.996614
130.84;0.996554
130.86;0.996521
130.88;0.996538
130.9;0.996559
130.92;0.996611
130.94;0.996701
130.96;0.996734
130.98;0.996680
131;0.996598
131.02;0.996558
131.04;0.996641
131.06;0.996747
131.08;0.996702
131.1;0.996579
131.12;0.996504
131.14;0.996506
131.16;0.996596
131.18;0.996706
131.2;0.996717
131.22;0.996638
131.24;0.996569
131.26;0.996586
131.28;0.996716
131.3;0.996758
131.32;0.996605
131.34;0.996461
131.36;0.996370
131.38;0.996362
131.4;0.996490
131.42;0.996601
131.44;0.996617
131.46;0.996585
131.48;0.996595
131.5;0.996672
131.52;0.996735
131.54;0.996732
131.56;0.996657
131.58;0.996512
131.6;0.996359
131.62;0.996291
131.64;0.996331
131.66;0.996442
131.68;0.996512
131.7;0.996508
131.72;0.996529
131.74;0.996634
131.76;0.996826
131.78;0.996935
131.8;0.996845
131.82;0.996735
131.84;0.996702
131.86;0.996697
131.88;0.996672
131.9;0.996591
131.92;0.996467
131.94;0.996381
131.96;0.996395
131.98;0.996507
132;0.996647
132.02;0.996641
132.04;0.996537
132.06;0.996537
132.08;0.996644
132.1;0.996757
132.12;0.996838
132.14;0.996860
132.16;0.996699
132.18;0.996524
132.2;0.996600
132.22;0.996729
132.24;0.996750
132.26;0.996759
132.28;0.996758
132.3;0.996705
132.32;0.996657
132.34;0.996690
132.36;0.996767
132.38;0.996748
132.4;0.996634
132.42;0.996579
132.44;0.996592
132.46;0.996640
132.48;0.996698
132.5;0.996653
132.52;0.996566
132.54;0.996541
132.56;0.996571
132.58;0.996623
132.6;0.996655
132.62;0.996684
132.64;0.996659
132.66;0.996556
132.68;0.996520
132.7;0.996587
132.72;0.996641
132.74;0.996634
132.76;0.996590
132.78;0.996585
132.8;0.996616
132.82;0.996637
132.84;0.996679
132.86;0.996670
132.88;0.996565
132.9;0.996506
132.92;0.996522
132.94;0.996569
132.96;0.996610
132.98;0.996557
133;0.996464
133.02;0.996430
133.04;0.996486
133.06;0.996628
133.08;0.996717
133.1;0.996638
133.12;0.996508
133.14;0.996494
133.16;0.996579
133.18;0.996667
133.2;0.996701
133.22;0.996655
133.24;0.996553
133.26;0.996496
133.28;0.996536
133.3;0.996594
133.32;0.996610
133.34;0.996590
133.36;0.996564
133.38;0.996582
133.4;0.996647
133.42;0.996710
133.44;0.996695
133.46;0.996605
133.48;0.996535
133.5;0.996548
133.52;0.996590
133.54;0.996614
133.56;0.996651
133.58;0.996630
133.6;0.996518
133.62;0.996449
133.64;0.996517
133.66;0.996650
133.68;0.996692
133.7;0.996608
133.72;0.996547
133.74;0.996607
133.76;0.996679
133.78;0.996713
133.8;0.996692
133.82;0.996624
133.84;0.996581
133.86;0.996576
133.88;0.996610
133.9;0.996681
133.92;0.996738
133.94;0.996701
133.96;0.996570
133.98;0.996492
134;0.996516
134.02;0.996574
134.04;0.996628
134.06;0.996605
134.08;0.996564
134.1;0.996613
134.12;0.996696
134.14;0.996770
134.16;0.996802
134.18;0.996748
134.2;0.996646
134.22;0.996561
134.24;0.996497
134.26;0.996486
134.28;0.996540
134.3;0.996567
134.32;0.996481
134.34;0.996403
134.36;0.996508
134.38;0.996684
134.4;0.996758
134.42;0.996756
134.44;0.996729
134.46;0.996669
134.48;0.996609
134.5;0.996622
134.52;0.996692
134.54;0.996704
134.56;0.996634
134.58;0.996564
134.6;0.996551
134.62;0.996614
134.64;0.996723
134.66;0.996803
134.68;0.996804
134.7;0.996741
134.72;0.996723
134.74;0.996764
134.76;0.996757
134.78;0.996756
134.8;0.996722
134.82;0.996562
134.84;0.996462
134.86;0.996537
134.88;0.996631
134.9;0.996634
134.92;0.996621
134.94;0.996648
134.96;0.996682
134.98;0.996725
135;0.996764
135.02;0.996737
135.04;0.996636
135.06;0.996541
135.08;0.996524
135.1;0.996552
135.12;0.996574
135.14;0.996612
135.16;0.996638
135.18;0.996583
135.2;0.996531
135.22;0.996617
135.24;0.996777
135.26;0.996785
135.28;0.996634
135.3;0.996521
135.32;0.996479
135.34;0.996501
135.36;0.996568
135.38;0.996594
135.4;0.996569
135.42;0.996501
135.44;0.996430
135.46;0.996411
135.48;0.996471
135.5;0.996565
135.52;0.996571
135.54;0.996494
135.56;0.996480
135.58;0.996582
135.6;0.996711
135.62;0.996771
135.64;0.996740
135.66;0.996689
135.68;0.996637
135.7;0.996550
135.72;0.996525
135.74;0.996576
135.76;0.996577
135.78;0.996550
135.8;0.996561
135.82;0.996634
135.84;0.996768
135.86;0.996932
135.88;0.997042
135.9;0.996982
135.92;0.996824
135.94;0.996716
135.96;0.996668
135.98;0.996672
136;0.996681
136.02;0.996619
136.04;0.996530
136.06;0.996459
136.08;0.996477
136.1;0.996640
136.12;0.996792
136.14;0.996853
136.16;0.996812
136.18;0.996717
136.2;0.996721
136.22;0.996765
136.24;0.996771
136.26;0.996792
136.28;0.996772
136.3;0.996691
136.32;0.996609
136.34;0.996581
136.36;0.996653
136.38;0.996760
136.4;0.996796
136.42;0.996759
136.44;0.996743
136.46;0.996827
136.48;0.996932
136.5;0.996941
136.52;0.996892
136.54;0.996821
136.56;0.996742
136.58;0.996738
136.6;0.996800
136.62;0.996867
136.64;0.996872
136.66;0.996792
136.68;0.996699
136.7;0.996636
136.72;0.996605
136.74;0.996657
136.76;0.996780
136.78;0.996843
136.8;0.996767
136.82;0.996649
136.84;0.996630
136.86;0.996698
136.88;0.996785
136.9;0.996867
136.92;0.996872
136.94;0.996788
136.96;0.996742
136.98;0.996765
137;0.996809
137.02;0.996848
137.04;0.996804
137.06;0.996689
137.08;0.996602
137.1;0.996565
137.12;0.996563
137.14;0.996592
137.16;0.996717
137.18;0.996867
137.2;0.996825
137.22;0.996707
137.24;0.996714
137.26;0.996757
137.28;0.996748
137.3;0.996706
137.32;0.996649
137.34;0.996598
137.36;0.996546
137.38;0.996526
137.4;0.996599
137.42;0.996672
137.44;0.996656
137.46;0.996601
137.48;0.996580
137.5;0.996612
137.52;0.996652
137.54;0.996704
137.56;0.996764
137.58;0.996764
137.6;0.996727
137.62;0.996690
137.64;0.996618
137.66;0.996608
137.68;0.996720
137.7;0.996799
137.72;0.996741
137.74;0.996617
137.76;0.996523
137.78;0.996496
137.8;0.996550
137.82;0.996676
137.84;0.996777
137.86;0.996787
137.88;0.996762
137.9;0.996737
137.92;0.996706
137.94;0.996716
137.96;0.996780
137.98;0.996849
138;0.996842
138.02;0.996708
138.04;0.996594
138.06;0.996613
138.08;0.996684
138.1;0.996767
138.12;0.996834
138.14;0.996855
138.16;0.996844
138.18;0.996816
138.2;0.996817
138.22;0.996849
138.24;0.996863
138.26;0.996875
138.28;0.996902
138.3;0.996886
138.32;0.996800
138.34;0.996734
138.36;0.996769
138.38;0.996823
138.4;0.996850
138.42;0.996889
138.44;0.996931
138.46;0.996943
138.48;0.996865
138.5;0.996765
138.52;0.996781
138.54;0.996847
138.56;0.996852
138.58;0.996834
138.6;0.996825
138.62;0.996804
138.64;0.996774
138.66;0.996723
138.68;0.996679
138.7;0.996749
138.72;0.996849
138.74;0.996854
138.76;0.996799
138.78;0.996748
138.8;0.996737
138.82;0.996715
138.84;0.996685
138.86;0.996702
138.88;0.996725
138.9;0.996756
138.92;0.996812
138.94;0.996824
138.96;0.996791
138.98;0.996764
139;0.996753
139.02;0.996761
139.04;0.996765
139.06;0.996807
139.08;0.996847
139.1;0.996776
139.12;0.996733
139.14;0.996768
139.16;0.996785
139.18;0.996845
139.2;0.996891
139.22;0.996877
139.24;0.996894
139.26;0.996915
139.28;0.996888
139.3;0.996848
139.32;0.996815
139.34;0.996781
139.36;0.996716
139.38;0.996627
139.4;0.996644
139.42;0.996813
139.44;0.996958
139.46;0.996956
139.48;0.996944
139.5;0.997003
139.52;0.996983
139.54;0.996872
139.56;0.996837
139.58;0.996874
139.6;0.996855
139.62;0.996798
139.64;0.996775
139.66;0.996768
139.68;0.996746
139.7;0.996700
139.72;0.996667
139.74;0.996690
139.76;0.996750
139.78;0.996832
139.8;0.996886
139.82;0.996902
139.84;0.996947
139.86;0.996964
139.88;0.996853
139.9;0.996691
139.92;0.996636
139.94;0.996669
139.96;0.996677
139.98;0.996677
140;0.996737
140.02;0.996807
140.04;0.996842
140.06;0.996871
140.08;0.996888
140.1;0.996910
140.12;0.996898
140.14;0.996854
140.16;0.996813
140.18;0.996787
140.2;0.996884
140.22;0.996997
140.24;0.996927
140.26;0.996804
140.28;0.996780
140.3;0.996792
140.32;0.996782
140.34;0.996759
140.36;0.996764
140.38;0.996841
140.4;0.996903
140.42;0.996884
140.44;0.996835
140.46;0.996773
140.48;0.996718
140.5;0.996683
140.52;0.996691
140.54;0.996752
140.56;0.996792
140.58;0.996839
140.6;0.996886
140.62;0.996879
140.64;0.996868
140.66;0.996841
140.68;0.996770
140.7;0.996720
140.72;0.996740
140.74;0.996798
140.76;0.996810
140.78;0.996817
140.8;0.996883
140.82;0.996895
140.84;0.996849
140.86;0.996887
140.88;0.996933
140.9;0.996902
140.92;0.996889
140.94;0.996934
140.96;0.997029
140.98;0.997091
141;0.997032
141.02;0.996925
141.04;0.996815
141.06;0.996745
141.08;0.996802
141.1;0.996866
141.12;0.996794
141.14;0.996772
141.16;0.996890
141.18;0.996969
141.2;0.996939
141.22;0.996914
141.24;0.996975
141.26;0.996967
141.28;0.996809
141.3;0.996714
141.32;0.996775
141.34;0.996844
141.36;0.996864
141.38;0.996889
141.4;0.996892
141.42;0.996809
141.44;0.996689
141.46;0.996603
141.48;0.996543
141.5;0.996529
141.52;0.996558
141.54;0.996569
141.56;0.996591
141.58;0.996672
141.6;0.996755
141.62;0.996792
141.64;0.996781
141.66;0.996781
141.68;0.996783
141.7;0.996756
141.72;0.996762
141.74;0.996777
141.76;0.996728
141.78;0.996700
141.8;0.996757
141.82;0.996823
141.84;0.996887
141.86;0.996908
141.88;0.996867
141.9;0.996804
141.92;0.996712
141.94;0.996685
141.96;0.996740
141.98;0.996761
142;0.996732
142.02;0.996741
142.04;0.996841
142.06;0.996934
142.08;0.996944
142.1;0.996938
142.12;0.996928
142.14;0.996874
142.16;0.996805
142.18;0.996745
142.2;0.996682
142.22;0.996647
142.24;0.996626
142.26;0.996631
142.28;0.996711
142.3;0.996825
142.32;0.996910
142.34;0.996906
142.36;0.996887
142.38;0.996877
142.4;0.996756
142.42;0.996591
142.44;0.996500
142.46;0.996440
142.48;0.996400
142.5;0.996371
142.52;0.996345
142.54;0.996450
142.56;0.996656
142.58;0.996848
142.6;0.997027
142.62;0.997106
142.64;0.997067
142.66;0.997007
142.68;0.996942
142.7;0.996859
142.72;0.996749
142.74;0.996676
142.76;0.996705
142.78;0.996765
142.8;0.996808
142.82;0.996829
142.84;0.996844
142.86;0.996841
142.88;0.996818
142.9;0.996859
142.92;0.996880
142.94;0.996769
142.96;0.996689
142.98;0.996728
143;0.996746
143.02;0.996714
143.04;0.996669
143.06;0.996666
143.08;0.996757
143.1;0.996821
143.12;0.996824
143.14;0.996846
143.16;0.996856
143.18;0.996844
143.2;0.996823
143.22;0.996780
143.24;0.996749
143.26;0.996745
143.28;0.996704
143.3;0.996658
143.32;0.996694
143.34;0.996762
143.36;0.996781
143.38;0.996774
143.4;0.996819
143.42;0.996872
143.44;0.996839
143.46;0.996761
143.48;0.996682
143.5;0.996619
143.52;0.996556
143.54;0.996491
143.56;0.996503
143.58;0.996609
143.6;0.996714
143.62;0.996771
143.64;0.996779
143.66;0.996796
143.68;0.996848
143.7;0.996842
143.72;0.996813
143.74;0.996796
143.76;0.996762
143.78;0.996736
143.8;0.996655
143.82;0.996556
143.84;0.996556
143.86;0.996590
143.88;0.996614
143.9;0.996648
143.92;0.996716
143.94;0.996851
143.96;0.996953
143.98;0.996951
144;0.996916
144.02;0.996866
144.04;0.996837
144.06;0.996863
144.08;0.996825
144.1;0.996747
144.12;0.996745
144.14;0.996781
144.16;0.996761
144.18;0.996714
144.2;0.996729
144.22;0.996776
144.24;0.996798
144.26;0.996848
144.28;0.996927
144.3;0.996941
144.32;0.996893
144.34;0.996859
144.36;0.996849
144.38;0.996830
144.4;0.996753
144.42;0.996669
144.44;0.996707
144.46;0.996809
144.48;0.996873
144.5;0.996891
144.52;0.996872
144.54;0.996890
144.56;0.996945
144.58;0.996965
144.6;0.996928
144.62;0.996872
144.64;0.996851
144.66;0.996814
144.68;0.996721
144.7;0.996669
144.72;0.996684
144.74;0.996703
144.76;0.996705
144.78;0.996684
144.8;0.996706
144.82;0.996797
144.84;0.996869
144.86;0.996937
144.88;0.996964
144.9;0.996905
144.92;0.996858
144.94;0.996804
144.96;0.996748
144.98;0.996758
145;0.996779
145.02;0.996798
145.04;0.996801
145.06;0.996820
145.08;0.996932
145.1;0.997016
145.12;0.996976
145.14;0.996936
145.16;0.996937
145.18;0.996883
145.2;0.996784
145.22;0.996698
145.24;0.996660
145.26;0.996686
145.28;0.996749
145.3;0.996793
145.32;0.996792
145.34;0.996806
145.36;0.996851
145.38;0.996837
145.4;0.996766
145.42;0.996766
145.44;0.996778
145.46;0.996711
145.48;0.996678
145.5;0.996708
145.52;0.996722
145.54;0.996709
145.56;0.996712
145.58;0.996803
145.6;0.996922
145.62;0.996969
145.64;0.996952
145.66;0.996921
145.68;0.996906
145.7;0.996873
145.72;0.996823
145.74;0.996774
145.76;0.996689
145.78;0.996623
145.8;0.996666
145.82;0.996749
145.84;0.996812
145.86;0.996895
145.88;0.996966
145.9;0.996978
145.92;0.996975
145.94;0.996976
145.96;0.996913
145.98;0.996787
146;0.996717
146.02;0.996707
146.04;0.996698
